0,1,2,3,4,5
RAB6A,TNFAIP3,PDE6A,RCAN3AS,AC006449.2,AC025857.2
EXOC8,C12orf60,JPH3,LYSMD4,CFAP65,LINC02028
STK36,GIGYF1,NTNG2,ZNF229,B3GNT10,LINC01068
PTPRG,JHY,TFR2,LPIN3,TSNARE1,AC092111.1
DDOST,MTMR1,AC092040.1,LINC00346,ZYG11A,TMEM150B
C1QTNF1,TRIM73,LAMA4,MYBPC3,LINC01303,AC020907.4
CCDC157,WDR37,AC137630.4,PPP2R2B,KCNB1,LRRC15
AL133330.1,DDI2,SH2D5,LY9,AP000662.1,SIGLEC10
ETFBKMT,NEURL4,SERPINB9P1,CHRD,AL358780.1,AC068506.1
RELL1,AC015712.1,AL031666.3,FCHSD2,CORO2B,AC100812.1
GOLGA3,ACAP3,CCDC181,C20orf141,AC087623.2,AL583856.2
SERPINA3,VPS13D,ZNF589,AC011731.1,ADAMTS16,AP003721.1
UHRF1,AC012615.1,ZNF517,AC011676.1,LINC00239,FXYD3
ZSWIM1,ZSCAN22,AC135178.6,WFDC2,SRCIN1,PCDH11X
HOXB-AS3,COX18,CRIM1,AC068193.1,MIAT,AP003721.3
BCLAF3,MSX2,RAPGEFL1,AC016642.1,SLC30A3,AC009879.4
NPW,BRPF3,EMP1,AL390728.5,AL645608.7,AL365226.2
RPARP-AS1,NPAT,AC009902.2,ZCCHC12,CPA4,AC131235.3
CHRNB1,USP19,LINC00682,HK2,AL157938.3,EFCAB3
GNA12,MTF1,AGTR1,PCDHGA2,HUNK,ISM2
ZEB1-AS1,SERPINB8,C7orf31,RABGAP1L-DT,AC109446.3,WFDC1
AL391684.1,MAST1,ECM1,AC134682.1,HOXA2,LRRC38
AC099522.2,HSD17B7,PAQR9,AL109811.1,DTX4,USHBP1
LMNTD2,ZBTB21,PBXIP1,RAB7B,CLCN2,AC138761.1
ZBTB39,NUP160,ATXN7L2,Z85994.1,SLC10A7,ATP1B2
BLOC1S3,SPEG,AC145343.1,OR52I1,EGFL8,AGBL5-AS1
PACERR,SLC25A29,AC005332.3,AL021308.1,LINC00960,PYHIN1
ZNF484,PRKY,EBF4,AC108050.1,NDUFA6-DT,AP001625.3
AP001160.2,ADAMTS9,AL391001.1,AL121790.1,AC022306.2,AC082651.4
TSPAN14,RDH5,APBB3,LINC00410,AL161457.2,AP000842.3
RNASEH2A,NFIX,MANCR,SPACA4,TMEM191B,JPH1
LINC01564,RPP14,AC048341.1,AC016027.3,PELI2,UPK3BL2
AC139887.4,DUSP18,ANKRD6,AL049795.2,AP000527.1,AL117350.1
PRKAG2-AS1,ZNF721,ACOT11,TP53INP2,SEC24B-AS1,AC005722.4
SFRP4,SLC4A8,LPAR5,AC009171.2,AC109322.2,AL158214.2
CLSTN3,Z68871.1,CAND2,MIR924HG,UBAP1L,LINC00466
ZNF658,RBMXL1,AL137802.2,PIP5KL1,AC099518.5,AC009041.4
AL138762.1,TCN2,ITGB8,AC138150.1,AC010336.1,AL121768.1
TFF3,MATR3-1,BX322234.1,ZNF184,AP000766.1,NPIPB2
STAT2,ZNF569,LINC01978,AC104971.1,EN2,AC008840.1
SETDB2,AL365436.2,AC003102.1,ZNF221,AP001160.3,ZNF705E
LRATD2,MOXD1,MOB3C,AC062037.3,NMU,LINC01359
HIST2H4B,PGAP1,ITPRIP,FAM8A1,RHCG,AC008073.1
ZNF280C,AMN1,RABL2A,AL021155.5,AC016394.1,GPR65
HIST1H2AB,UBOX5,WDR17,ALKBH3,ULBP3,AC113194.1
AP2M1,SMARCA4,FMNL3,CATSPER1,CCN3,CYSLTR1
LARS2,KHNYN,OR2B6,MAP3K15,CACNB1,DLL4
NCOA5,CRABP2,ZSWIM5,AL033397.1,LINC00265,MIR5689HG
FBXL19-AS1,ESPL1,B3GALT4,SSH1,RAB3A,PLA1A
DDR1,AC079922.2,LINC00526,ALX4,KLF11,AL033530.1
ADGRD1-AS1,DIRAS1,CYP7B1,AR,HS3ST1,NGFR
PDE6D,GRK4,AP005329.1,GALNT13,CELF5,AC087742.1
SLC35B4,CCT6B,AC004540.1,TRIM11,FAM111A-DT,AL136988.1
VPS13D,TBC1D22B,ZNF365,ANAPC4,SCN1A-AS1,AC008750.5
RHEBL1,VLDLR-AS1,AC244213.1,BRICD5,RHBDL1,SLC2A5
EFNB1,HIST4H4,KAAG1,FLT3LG,CCT6B,ACTA1
CCDC15-DT,SERTAD2,CDC42BPG,CLPSL2,NPR2,AC074132.1
KRT15,CCNJ,LRIG1,FLJ45513,CYP4F26P,KCNIP4
GMDS-DT,SLC35F3,IFIT2,FBXO36,DRAIC,GUCY1A1
HARBI1,SLC45A3,AC044802.2,SERPINA1,TBX19,NKAIN3-IT1
ZNF674,CPNE8,FUT4,AC093495.1,AC022558.1,MAGEA1
FOSL1,SDC3,AOX1,AC016394.1,Z95115.1,LINC02373
ZNF654,BEAN1,ZNF25,FAM124A,AL512353.1,ACTC1
PRKCH,LINS1,LINC00488,IL17RB,SNURF,AC136604.2
RAPGEF2,ZNF324,LINC02018,GDPD3,CHRDL2,AC005383.1
AC012378.2,DCLRE1B,AC004130.2,AC090360.1,PLA2G6,AL732314.6
CBWD1,CYP2U1,AF001548.2,LINC01730,PTCH2,CRLF2
SMCR8,PTPRN,MIR3681HG,ZMAT1,AL024508.2,AC068790.3
AC023043.1,AC087190.1,AL355102.4,AC022893.1,FP565260.1,RORC
PRR15L,GTDC1,PRRT1,LRG1,AL138966.2,CALHM3
EPS8L3,LNX2,AC046143.1,MAFF,AC093635.1,LINC00520
POMT1,SNAPC3,ARMH4,C12orf80,ZNF470,NR0B2
CRIM1-DT,GABBR2,RYR1,PBX4,ANKRD10-IT1,AL049747.1
PPP1R12A-AS1,CRISPLD2,CDON,AC012063.1,HES7,AC073283.1
TBC1D30,CBWD2,GREB1,VAMP1,C4orf36,AL133355.1
AL662890.1,SPAG5,CHTF8,CERS5,PDE11A,AC084782.3
EMP1,SIRT5,AGER,BST2,AL096803.2,AC092969.1
ERMAP,SHPK,RAB38,Z93930.2,AC137630.3,Z99916.1
PISD,USP2-AS1,C17orf50,EPN3,AC010809.2,KCNAB1
AC011603.2,SLC30A5,CSTF3-DT,CCDC186,LINC00886,ZNF440
TARSL2,FGFRL1,LINC00592,AL109976.1,CKMT1A,KRT27
SLC37A1,MTURN,PAQR7,MAPK8IP2,GBP2,AC034102.6
PAX9,AC069544.1,NABP1,ADM2,KANSL1L,AC092661.1
BFSP1,ZNF430,SLCO4A1,FBXW2,APOLD1,AC011472.2
ASS1,TRIM16L,ELANE,C21orf62-AS1,AC005280.1,AL078644.2
ADAL,GALC,AL136040.1,SAMD5,HEY1,AL138921.1
GPSM2,CCDC142,AL158212.2,CCNB3,DHRS2,ANGPTL8
AC016394.1,AGTPBP1,RASGRP2,AC010654.1,PLCB1,AL356020.1
PICALM,PHETA1,AC007240.3,TUSC1,EPHA5-AS1,HIST1H3G
IL6R,VARS,ZNF852,LINC01023,TFAP2A-AS2,KRT34
TRAPPC2,GAREM2,ROPN1L,ODC1-DT,TMEM225B,AL136172.1
FAM72A,NBPF19,A2M-AS1,AC083880.1,LINC01474,AC026471.3
AL138966.2,ETNK2,FMO5,AC116036.2,RNF227,AL160291.1
ROBO1,RNF165,TMSB15B,PCDHGC3,LINC01011,AC024361.2
AC005840.2,PPM1K,DUSP9,AC004951.1,EBF4,AC022140.1
URB1-AS1,LRBA,LINC01133,PTGS1,AL118558.3,AC010889.2
PF4,SYT15,LINC00665,BEND6,HS3ST6,KRT20
CASC2,THUMPD3-AS1,PLEKHN1,PPP1R32,SOCS1,AC015540.1
NDEL1,KLHL35,NOXA1,PHLPP1,AC009309.1,PRSS57
TAF1A,C4orf36,AC024941.2,AL390195.1,RAB37,AC012470.1
CAPN2,LINC02062,AL592211.2,NAA35,AC104984.3,AC108704.1
HECTD4,PEX14,PLAC8,CEP83,LMCD1-AS1,TRPM8
AC024560.4,ZNF782,VLDLR-AS1,SULT1A2,AC233723.1,CD74
RAB38,ZDHHC12,CATSPER1,SEPTIN7-AS1,PRR36,PNMT
OSTF1,TTLL11,ERVMER34-1,HAND2-AS1,FAM41C,ZNF709
GVQW3,SLC30A4,AL355353.1,ITGB7,EPHB6,U91328.3
TRPA1,AL365203.2,KCNK5,AL158163.1,C7orf31,NEUROD2
ATP8B3,TBCE-1,NFE2,ARHGAP28,AL022068.1,C9orf139
AC097448.1,SPATA18,RASIP1,RDH16,LINC00543,AL035541.1
EOGT,SNX33,RFXAP,ARC,AL035461.2,LINC02656
AC138207.2,METTL25,PFKFB2,AP005899.1,ARIH2OS,SIX2
WDR31,RGS14,AC016394.2,AC009630.2,FGFR3,LINC01990
CNNM3,LTO1,PRDM15,NPY4R2,GPRASP2,AC253536.3
CCDC96,TPT1-AS1,SLC4A8,AC110609.1,BMP6,FCGR2A
TWIST2,AP002478.1,CA5B,BRWD3,AC012378.2,AP001269.2
LINC01138,CABLES2,AL358472.4,RFPL1S,AC027373.1,NARF-AS1
BEND6,ZNF865,ZNF621,AC007528.1,SPATA1,AC079142.1
CCDC30,P2RY6,CCDC30,AC123595.2,AC092620.1,IKZF3
DLGAP1-AS2,AC112220.2,RNF144B,NRXN2,HIST2H4B,AC007333.2
MGAT5,AC016705.2,AC022733.2,NUP205,AC133550.3,ZNF347
ZNF469,TANC1,INKA1,CAPN10-DT,AC108463.3,PLA2G2A
WDR90,TAF1A-AS1,APOA1,DAGLB,PAQR7,AL158175.1
PAN3,BX322562.1,ZNF77,B3GAT2,MAST1,LINC01141
CR381653.1,BOLA3-AS1,AL138756.1,ZNF449,LINC02018,NYAP2
CPNE8-AS1,HELZ2,SHROOM2,MGRN1,HTRA3,SMAD9
MVB12B,ZNF724,VAX1,AC009506.1,ZNF70,MYOZ3
CD70,SPIN3,LINC00337,LINC00920,AC073114.1,AC022079.2
AC026462.3,ZNF426,PIK3AP1,TAF5,ADAMTSL4,NME8
AL121944.1,PAX8-AS1,AC034213.1,FN3KRP,SPOCD1,CCDC175
DOCK11,INPP4A,LINC01119,UNC5D,NFATC2,SLC18A2
FBXO16,F3,FRAT1,GPR153,SPEF1,HCN4
ARF4-AS1,FGF12,IDUA,TMEM50B,ADAP1,LGALS7
RAB43,VPS37C,AC026748.3,ZNF425,CDKL1,AC007639.1
CHMP1B,SLC2A12,LINC00705,CCDC22,HLA-F-AS1,AC005264.1
POLI,APLP2,AL355512.1,BBS10,AFP,AL691432.4
MAPK8IP2,AC067852.5,AL391095.1,HIST1H2BE,TEC,AC011481.1
ONECUT2,RALGPS1,GPRC5B,MCC,MSANTD2,AL445228.2
MARCH6,CCDC61,AC008105.3,POU4F1,AC132872.1,ABCA6
AL110114.1,KTN1-AS1,CLCN2,AC027601.1,PLCD1,AC022424.1
ARHGEF37,DIPK2A,ZNF235,WDPCP,DNAJC6,AP001020.3
NAPB,LRRC20,CYP4F3,AC104162.2,LINC02057,SMIM22
PEX13,SYNGR4,AL024507.2,GPR89A,GJB1,CXXC4-AS1
MPP2,ZHX3,AC114271.1,DNAJB2,AC026748.3,AC008074.2
UQCRHL,FAM86B1,MTRNR2L6,HDAC11,RAB43,LGALSL-DT
ZNF254,ACAD11,AZIN2,FAM126B,ADAMTS12,GJA3
TLE2,ZNF283,AC006213.1,AC006946.2,LIX1L-AS1,CCDC200
C5orf49,AL162231.2,AC002470.1,AL139260.1,AC034243.1,LINC01832
SLAIN1,WDSUB1,AC008393.1,AC011330.2,U73166.1,AL121772.1
ZNF714,CLEC16A,PTCH1,CUL7,AC114930.1,AC073316.1
VMAC,DTWD2,LINC00470,RNF2,TDO2,AC002378.1
MUTYH,SGMS2,AC009283.1,C3orf38,GPM6B,TMEM255A
ZFP41,ZNF75D,GALNT16,AP005329.1,VIM-AS1,AC026412.3
ZNF776,KLF4,IGSF23,GJD3,FRAT1,ZNF571-AS1
AC010503.4,TIPARP-AS1,RAB39A,CXXC1,ZNF77,AC093159.1
CRACR2A,RNF123,AP002026.1,PRRT2,CU633906.5,AC138904.3
TPT1-AS1,SMPD2,LINC02478,AL021707.2,USP2-AS1,TNFSF4
AC009961.1,MIGA1,AP006287.2,OR2B6,NKX3-1,ANGPTL6
TIMM23B,LINC01534,SLC2A1-AS1,SFRP5,PNMA6A,AL359538.4
HSPB8,ENTPD4,CCPG1,SOCS3,SIDT1,AC006450.3
RSU1,PTDSS1,LINC01409,AC021016.2,MTM1,SSUH2
ZSCAN31,AL049548.1,AC011330.2,CDH16,AC004812.2,CCDC110
TRAPPC6B,DUSP15,DSC3,PLD3,EGR3,NLRP7
VPS13B,ADARB1,MOCS1,USF1,GRAMD2B,PAPPA-AS2
EXO1,HIST2H2AB,ZNF836,AC006064.2,AL606970.1,RPS6KA2
AL138724.1,HEATR5A,RHBDL2,RASL11A,HNF4G,SLC4A1
PEX12,MIGA2,IFNE,F8,LINC02166,AL606500.1
SLC25A25-AS1,NEURL1B,KIAA0040,AC005089.1,GRIK2,AC004596.1
RLN2,TCTN2,IFI27,SCRG1,HOXB-AS3,AC091167.5
PAXIP1-AS2,EME2,WNK4,IL4I1,ADAM8,LDLRAD2
VASH1-AS1,DRC3,NHLRC3,FAM183A,AC132872.2,AC245884.10
EIF4E3,KLHDC8B,PTPRG,AP000320.1,JMJD1C-AS1,IL21R
PPP1R12A,CEND1,NOMO3,C1orf159,CALHM2,AC002551.1
PER1,FIG4,LINC02321,HCG9,SEPSECS,AC012531.1
SS18L1,PRPF40B,TIGD3,ATM,MED26,LINC00412
TNNC1,CACFD1,AC010136.1,USP27X-AS1,GLB1L,AC016571.1
AL161772.1,HAS3,AC083900.1,GALR2,DDTL,AC087477.2
ZNF691,SLC12A4,ARRDC3-AS1,SSBP2,AC242426.2,LINC02603
KIF1B,ZNF548,CARMIL2,LMOD3,N4BP2L2-IT2,ENTPD1
SUMF1,SYNDIG1,SLC4A3,AC008735.1,CPT1B,POTEI
C2orf15,SLC25A42,REP15,AL034417.2,CES3,UNC5C
ATP5MGL,ZNF26,VIPR1,AC092139.1,AC027307.2,C10orf62
CRTC1,ZNF583,FYN,ALG1L,OBSCN-AS1,AC027307.1
MOCOS,C9orf72,CCDC7,AC098617.1,AL354740.1,CCSER1
MBLAC2,TRIM39,OSMR-AS1,PCMTD1,IGFBP5,L3MBTL4
PRDX2,ANP32E,CCN3,KDM4B,SFRP5,LINC01143
MAST4-AS1,GPR39,TRIM45,CRYBG2,AL109615.3,NPY
UBAC2-AS1,NR1H3,AC253572.2,FOXD1,AC011939.2,GAS1
CENPC,SLC6A17,DM1-AS,ISLR,PRSS27,TAS1R3
SALL2,MTFR2,CDS1,TMLHE-AS1,CAB39L,MXRA8
FCRLB,DERL1,PTGFRN,HOXC-AS2,AC025048.2,AC107223.1
TRPM2-AS,KAZN,SLC11A1,AC068580.5,AL358115.1,CST7
LINC02609,AGO4,LPAR6,S1PR4,RBP7,AL157834.1
ZNF251,ACVR2B,PADI3,SLC9A3,ZNF285,AL392086.3
MTRNR2L6,MED12,ZGRF1,AL138759.1,PLCXD3,LINC02080
SOGA1,HCG11,MIR193BHG,FAM201A,ZNF799,AL118556.1
HDAC11,EPG5,ZKSCAN4,AC069148.1,CREG2,LSMEM2
BCL2L2,UBXN2B,AC021092.1,COX8C,NKAIN1,KCNN3
AC055807.1,PTGES3L,GPR146,CENPVL3,ZNF582,NPPC
UBAP1,CTHRC1,PYCARD-AS1,AL138820.1,SUMO4,AC069277.1
HGF,RELCH,Z98752.4,AL035252.5,RSPH14,AC009133.3
COLCA1,LY6G5C,AC069503.1,TMEM132D-AS1,GPR155,AC004982.1
PTGDS,FHIT,FUT8-AS1,SYN1,PLEKHO2,AC048382.1
TIPARP-AS1,DENND2A,SWT1,PCDHB9,BEAN1,LINC01731
DAPK2,SPATA17,RASD1,GCNT4,PIK3CD,PTCSC2
USP42,FGF14-AS2,KSR2,AC027544.2,PRSS53,AC148476.1
ANXA9,LRRIQ1,STAG3,AP002761.1,LRP5L,AC011444.1
GALNT12,LRRC8C-DT,AL662890.1,AC117382.2,TXNRD3,AC012358.1
VAMP1,ARRDC1,RNF182,IGFBP5,ZNF79,AC105935.1
CDIP1,FBXO10,AC069360.1,NDUFV2-AS1,TFR2,AC245100.1
LINC01003,DISP1,ELN,AC008764.6,STARD13,LINC02204
PROS1,AC023157.3,DNAJC27,ACOT11,PGF,AC016907.2
CCDC159,EBI3,AL603839.3,AC093827.4,AC134980.2,AC008686.1
ADGRE1,MROH6,PGBD4,BOC,DISP2,TMEM155
LEPR,FICD,LINC00887,DDTL,CDH10,AC012313.5
RRAGD,AL354920.1,EVC,AC026992.2,ZNF792,LINC02773
TRMT2B,BTC,AC011939.2,AC099786.1,ZBTB20-AS2,C5orf46
PYGO2,CLN8,HACE1,KCNJ13,AL139289.2,AC069307.1
BTBD8,AC127070.1,SCNN1A,LINC00355,DIABLO,ZNF534
DDX11-AS1,CCDC96,SFXN2,AL139231.1,HPX,AL512274.1
INSL3,ZNF684,VPS13B,LRP1B,MID2,AC020978.5
ZNF768,INO80D,STAM-AS1,SLCO1A2,NDRG2,SLA
FNDC10,PTPN3,VWA5A,MBNL3,AL450326.1,ZNF83
SHPK,ZC2HC1C,XK,BBOX1,SNAI3-AS1,SCART1
LINC02595,NR4A3,AC090152.1,AC012645.3,AL031963.3,AC007684.2
P2RX5,KLF11,TCEANC,AJ003147.1,LINC01976,AL157823.2
NAA80,KIF18B,MEIS1,CHI3L2,AL583810.1,AC078795.1
RAB3IL1,LINC01515,ERFE,AC006441.3,OSR1,LINC00921
ARHGAP8,EIF5AL1,AL139260.1,AC116351.1,TPPP,AC097375.3
DTWD1,AC099778.1,FOXL2NB,AL049833.1,KLHDC7A,TMEM233
SLC16A7,TOP3A,AL391121.1,AP000255.1,RHEBL1,LINC00987
EPOR,ZNF138,AC112220.2,CREB3L3,TCTE3,PCSK6-AS1
TMEFF1,MAP1LC3B2,AL080276.2,AC009831.3,STARD4-AS1,AL592071.1
TLR5,PRDM15,ZNF611,AC127496.6,DNAH17-AS1,AL928970.1
SLC2A11,ZNF140,LINC02256,LINC00683,AC016773.1,P2RX7
GSTA1,XKR8,KIAA1549L,AL451042.1,SH2D2A,AL360091.3
TMEM182,DACT1,SPRED3,SPIN3,MRAP2,AC011446.3
LCA5,FCHO1,SLC16A13,GRIN3B,ZNF674,AC007391.1
SRGAP3,ETS1,ZC3H12C,USPL1,AC118658.1,LINC01226
TPK1,DZIP1L,ACAP1,CNOT6L,CU634019.5,AC004223.2
ZNF485,LIG4,KCNK15,TMEM201,CPQ,INHBE
AL121601.1,MBD5,AC011468.5,AL354740.1,CGN,AC090948.2
AL354824.1,CRYBG2,H19,HIPK2,AP001053.1,AC010327.5
ZNF107,BRWD1,AC099850.1,ADGRB2,INAFM2,RAB3C
FAM53B,ZNF619,PJVK,TVP23C,CCR10,HAPLN2
FBXO31,SKP2,GPR162,AL645608.2,CCNT2-AS1,AC106795.5
ACSS2,ADAMTS12,MIR497HG,INPP5J,TERT,SCT
AP001462.1,WDR66,TRIM39,TTTY14,AP002490.1,PSG5
SHROOM1,ZUP1,VASH1,RAB6A,ELOA-AS1,LINC00844
MFSD1,TSKU,ANKS4B,LINC00618,CDRT1,GGT2
PEX5,AL355916.1,AC010654.1,STIM2-AS1,AC092164.1,KCNJ3
OFD1,RNF19B,LINC01607,SLC12A4,ARHGEF10L,C16orf86
ADGRL2,LINC00863,CLPSL2,ZNF426,AC008124.1,AC211433.2
ZC3H12A,ZNF529,AP000894.4,AL358115.1,AP002381.2,LINC01876
ST20-AS1,CES4A,PARP10,PDIA5,PRRG4,AC100803.3
CLDND2,RASA3,C9orf152,KIAA0319L,AC103702.1,AC025175.2
WDR7,LINC02777,AC010996.1,PPP1R3F,FAM229A,PCK1
CHDH,SND1-IT1,AC017083.2,FUT8-AS1,CCDC84-DT,AC025165.2
RRAGB,CEP152,IBA57,SSC4D,ZNF14,AC091053.1
MAP3K4,FAM126B,PPM1L,AC079174.2,FAM166C,LINC00601
FAM86B1,LPAR1,CLCN5,MBNL1,ZNF354C,SKOR1
AC068338.2,AC005523.2,NOVA2,CRYL1,CPNE8-AS1,AL023584.2
TNFSF10,ITPRIPL2,AP003486.1,POMK,AC012510.1,EVI2B
RASA1,DNAJC16,STXBP6,LINC01273,USP20,ABCC9
PDK1,CNIH2,AC130343.2,CDNF,HES2,AC011294.1
SLC35E3,ARHGEF7,RN7SL832P,AC024941.2,ARF4-AS1,C7orf69
USP27X,AC008622.2,RPS6KA6,AL592211.2,PCED1B-AS1,MAGI1-IT1
SHLD3,ST6GALNAC3,AL161668.1,VAMP3,GNAZ,AC009090.1
ZNF341,TNFRSF10A,SIRT4,KCNK15-AS1,ASNS,RTBDN
MYOM2,KLHL2,LRP5L,VHL,AC026304.1,AC026367.1
AC093635.1,BAHCC1,HNRNPA1L2,UNC119B,AADAC,AC010197.1
MIR99AHG,LINC00665,OTX1,ZNF333,RAMP2,CCL26
APOLD1,SCARB1,FMN1,LINC01275,NANOS1,SLC35G1
LSM11,COG3,UGGT1,LINC01106,DNAJB5,BCL2L11
LINC01431,MYO5B,GAB1,CRMP1,EBI3,AL358933.1
IQCH,ANKRD49,TEX15,PAX2,FAM151B,GFRA2
AL590062.1,CNTNAP1,IL1R2,ZNF582-AS1,BCDIN3D-AS1,AC019131.2
HCN2,ZNF114,PRODH2,AC073073.2,SLC66A1L,AC048382.5
SIX4,TUT1,AC087500.1,AC025171.3,AC009283.1,KCTD19
WDR24,HIST2H2BE,ZNF774,AC131235.2,ZNF549,AC126178.1
AC009133.1,AC087623.2,TMEM169,LINC00638,CD27-AS1,MORN5
AL021368.2,NAB2,LINC02269,TAS2R4,MYCBPAP,LINC00479
LINC01182,DNAH17-AS1,DERL3,GRIN2D,AC015871.4,AC021660.4
ZNF695,ZNF611,SLCO1B1,DPH6-DT,ZBTB34,AC126283.1
AGTR1,FBXO43,ARIH2OS,INHA,FGF14-AS2,AL354956.1
AC018645.3,EPM2AIP1,PRKG1-AS1,UBOX5,GOLGA7B,AC011196.1
MAP1LC3A,IGDCC4,LY6G5B,AC005332.1,AP000704.1,PDX1
ADCY6-DT,POLI,RAB37,AC008507.4,ST7-OT4,AL157400.4
TLR6,MFSD14C,ADRA1B,SERPINB4,CORO6,SLX1B
BICRA,TIGD6,LINC01063,OTX1,AC100830.1,AL645933.3
DENND6B,CXCL2,LINC02447,AC092171.4,KIAA0825,ANO1
AC087284.1,ZNF182,AC041005.1,AL138963.4,AC108488.3,ADCY2
EDEM3,ASB4,AC009133.1,THRB-IT1,UBL5,AL138976.2
PBLD,TTC30A,GP1BB,FZD4-DT,CUL9,AL589843.1
CCDC77,TIGD1,AL358472.5,UPF3A,AC109322.1,AC021752.1
CDK20,MORN1,LPXN,MYD88,AC005520.2,AC125616.1
NPIPB5,DGKQ,HOXC11,CEP83-DT,ANO7,AC104806.2
FIBCD1,F8,PRKAG2-AS1,FOXF2,AC099343.3,AL691447.2
CHST12,AC093323.1,RNF122,AL136115.2,ZNF44,AL356481.2
TEP1,KATNB1,AC090061.1,FMN2,AL513534.2,EIPR1-IT1
ATG2B,DYRK1A,ADGRD1,AP002762.3,PYCARD-AS1,COL8A1
KMT2A,BAP1,MEIOB,AL136984.1,AL627171.1,WASIR1
NANOS3,ROM1,AL117336.2,NYAP1,MDGA1,AC239809.3
SPATA5L1,CPOX,FRMD4A,AP000253.1,ZNF571,ACVR1C
CRABP2,C3orf62,TUB,NANP,NBPF11,CRB2
DENND11,CORT,ITGA1,TAT-AS1,FFAR4,MX2
NOSTRIN,SLC35E2B,KREMEN1,AP000866.5,AP001318.2,SHISAL2A
ZFAT,NALCN,ADAM22,TSHZ1,AP001527.2,ASH1L-IT1
ST6GALNAC6,LINC00630,DCUN1D2,AC008443.6,LINC01521,AL023881.1
SEC24B-AS1,FNDC4,Z83843.1,BX284668.2,SSSCA1-AS1,AL513218.2
SLC16A13,BBS5,AL592148.3,AP001107.2,CES4A,AL161729.3
ANKRD37,MARCH10,SPANXB1,PPFIA4,HOXB2,FCER1G
AC022506.2,CCDC120,AP001432.1,AC073957.2,CISH,AL050343.3
AC026979.4,POC5,CGNL1,PARP8,SLC2A14,ST8SIA2
SYNC,ZNF595,AC007032.1,AC113383.1,TICAM1,MIOX
HOMER2,AC131009.3,LINC01182,LSM11,NEBL-AS1,AC024270.5
FGFRL1,KATNAL2,USP35,C4orf19,AC131009.3,TM6SF1
CTRL,PAXIP1-AS2,FALEC,DOC2B,INKA2-AS1,OIT3
ZNF43,CAMK2N2,AC087239.1,AL450992.1,AC005393.1,PTGIS
LINC00920,TSGA10,AL606760.1,PAX9,PCDHA10,AC090971.1
SAMD13,AC233723.1,AC113370.1,GNMT,GRIP2,AL022328.1
TMEM81,AC124283.1,TM4SF5,AC005523.1,LRRC29,AC087468.2
AGMO,RASGRP3,HTRA3,AC069224.1,SEPTIN4,AL445423.1
ATG9A,ANKRD1,SPEF1,SLC26A4-AS1,AL162171.3,ZNF681
USP3-AS1,CRELD2,ADAMTSL4,TMEM92-AS1,ACAP1,AC133644.2
ZFP3,FBXO16,ZNF597,AC105219.4,AL080276.2,OR2AG2
AC009902.2,SSH3,ASCL2,COLEC12,AC027307.3,AC009754.1
ZNF460,SGPP1,CSPG5,AC022101.1,HIST1H3E,AL117329.1
ZNF121,OGG1,PAX7,STX17,AC008011.2,AC092068.2
FNDC3B,LPAR2,LINC01715,ANK2,C1GALT1C1L,ZFP57
MIEF2,TMSB15B,AC010336.8,MBD5,KLF3-AS1,AC087280.2
STK39,AC016027.2,EMC1-AS1,HUNK,OPLAH,AC012511.1
MINDY3,LINC01583,ZNF70,ABCC10,HSD17B6,AL731568.1
AC105285.1,CBWD1,THBS3,AC025887.2,ZNF367,OR7A17
SOX21-AS1,NFATC1,AC090517.2,AC100801.1,LINC00857,LCMT1-AS2
ADAP2,IQGAP3,AC006449.2,UNC5A,AC107214.1,AC004771.1
PDE4DIP,UBE2Q2L,HOXA2,EHD4-AS1,GP1BB,AC004832.1
TRIM38,AL807757.2,ABCB9,AC006305.1,AC009171.2,AC044810.2
INKA2-AS1,FIGNL1,PDLIM3,AF241728.2,TMEM182,AC112503.2
AARS2,BASP1-AS1,LY6K,TENM4,TRIM31,AC019257.2
FAM41C,ADAMTSL4,AC009262.1,SERPINB5,TPK1,LINC00924
INTS6-AS1,C4orf33,AC024075.2,MME,SLC25A42,CD84
GMEB2,PAM,B3GNT4,ACADL,MANCR,AL138963.1
TCP10L,PRRG2,BX664615.2,CAPN8,AC005332.5,MYOCOS
AC048341.2,TCAIM,RDH11,AC093001.1,EXOC3L4,LINC01579
PCDHA10,BMT2,ARFGEF3,NKX1-2,AC156455.1,FSCN2
DYRK2,TTC9,ZNF354C,ORM2,TNFRSF19,AL359399.1
DCST1-AS1,SLC38A2,LINC00460,CYP19A1,EFCAB5,CYP27A1
SRPX2,DFFB,AC124283.1,AC026770.1,AL807757.2,AC017002.3
POLM,CPEB2,AL049794.1,AC073046.4,KIF7,AL590133.1
AL133243.3,DKKL1,PADI1,ARHGAP29-AS1,AL359513.1,AC012557.2
FSIP1,SLC47A1,AC124016.1,RAC2,IFIT1,ETNPPL
FRMD3,TOX2,AGAP5,FAM9C,IQCC,AC011092.2
VIL1,RASSF4,MAF,AC100832.2,ZNF329,LINC01018
C6orf132,NIPAL2,DAPK2,DKK2,ZNF586,RASL11B
CACNG8,AC145207.5,HELZ2,CAMTA1-IT1,DZIP1L,ZNF84-DT
ACOT11,RASGRF2-AS1,RUBCN,RAB40A,HIST1H3J,OR4M2
RNF227,SP4,INPP5J,GM2A,FAM184B,AC015802.4
ZNF343,SORCS2,AL160314.2,FUT11,MGAT4A,ZFPM2
